utility_name,year,month,zip_code,number_of_disconnections,disconnection_rate
Pacific Gas and Electric Company ,2019,Nov,93430,2,0.09%
Pacific Gas and Electric Company ,2019,Nov,93432,1,0.13%
Pacific Gas and Electric Company ,2019,Nov,93433,5,0.09%
Pacific Gas and Electric Company ,2019,Nov,93434,6,0.29%
Pacific Gas and Electric Company ,2019,Nov,93436,2,0.04%
Pacific Gas and Electric Company ,2019,Nov,93441,1,0.20%
Pacific Gas and Electric Company ,2019,Nov,93442,4,0.07%
Pacific Gas and Electric Company ,2019,Nov,93444,40,0.50%
Pacific Gas and Electric Company ,2019,Nov,93445,3,0.12%
Pacific Gas and Electric Company ,2019,Nov,93446,20,0.11%
Pacific Gas and Electric Company ,2019,Nov,93449,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,93451,1,0.06%
Pacific Gas and Electric Company ,2019,Nov,93453,1,0.08%
Pacific Gas and Electric Company ,2019,Nov,93454,20,0.18%
Pacific Gas and Electric Company ,2019,Nov,93455,31,0.20%
Pacific Gas and Electric Company ,2019,Nov,93458,32,0.25%
Pacific Gas and Electric Company ,2019,Nov,93460,3,0.13%
Pacific Gas and Electric Company ,2019,Nov,93461,2,0.39%
Pacific Gas and Electric Company ,2019,Nov,93463,2,0.06%
Pacific Gas and Electric Company ,2019,Nov,93465,1,0.03%
Pacific Gas and Electric Company ,2019,Nov,93601,1,0.11%
Pacific Gas and Electric Company ,2019,Nov,93602,3,0.16%
Pacific Gas and Electric Company ,2019,Nov,93606,3,1.00%
Pacific Gas and Electric Company ,2019,Nov,93608,5,1.61%
Pacific Gas and Electric Company ,2019,Nov,93609,3,0.20%
Pacific Gas and Electric Company ,2019,Nov,93610,25,0.42%
Pacific Gas and Electric Company ,2019,Nov,93611,28,0.17%
Pacific Gas and Electric Company ,2019,Nov,93612,34,0.22%
Pacific Gas and Electric Company ,2019,Nov,93614,7,0.14%
Pacific Gas and Electric Company ,2019,Nov,93615,11,0.79%
Pacific Gas and Electric Company ,2019,Nov,93616,7,1.09%
Pacific Gas and Electric Company ,2019,Nov,93618,54,0.63%
Pacific Gas and Electric Company ,2019,Nov,93619,15,0.10%
Pacific Gas and Electric Company ,2019,Nov,93620,16,0.50%
Pacific Gas and Electric Company ,2019,Nov,93621,2,0.66%
Pacific Gas and Electric Company ,2019,Nov,93622,9,0.35%
Pacific Gas and Electric Company ,2019,Nov,93625,13,0.50%
Pacific Gas and Electric Company ,2019,Nov,93626,1,0.12%
Pacific Gas and Electric Company ,2019,Nov,93630,22,0.37%
Pacific Gas and Electric Company ,2019,Nov,93631,22,0.38%
Pacific Gas and Electric Company ,2019,Nov,93635,90,0.64%
Pacific Gas and Electric Company ,2019,Nov,93636,10,0.22%
Pacific Gas and Electric Company ,2019,Nov,93637,54,0.44%
Pacific Gas and Electric Company ,2019,Nov,93638,68,0.51%
Pacific Gas and Electric Company ,2019,Nov,93640,10,0.34%
Pacific Gas and Electric Company ,2019,Nov,93644,11,0.26%
Pacific Gas and Electric Company ,2019,Nov,93646,17,0.68%
Pacific Gas and Electric Company ,2019,Nov,93647,14,0.50%
Pacific Gas and Electric Company ,2019,Nov,93648,43,1.15%
Pacific Gas and Electric Company ,2019,Nov,93650,7,0.54%
Pacific Gas and Electric Company ,2019,Nov,93652,1,0.79%
Pacific Gas and Electric Company ,2019,Nov,93653,2,0.39%
Pacific Gas and Electric Company ,2019,Nov,93654,52,0.58%
Pacific Gas and Electric Company ,2019,Nov,93656,3,0.18%
Pacific Gas and Electric Company ,2019,Nov,93657,44,0.37%
Pacific Gas and Electric Company ,2019,Nov,93660,11,1.06%
Pacific Gas and Electric Company ,2019,Nov,93662,58,0.64%
Pacific Gas and Electric Company ,2019,Nov,93665,1,0.45%
Pacific Gas and Electric Company ,2019,Nov,93666,1,0.58%
Pacific Gas and Electric Company ,2019,Nov,93667,4,0.40%
Pacific Gas and Electric Company ,2019,Nov,93668,5,1.49%
Pacific Gas and Electric Company ,2019,Nov,93675,3,0.18%
Pacific Gas and Electric Company ,2019,Nov,93701,35,0.92%
Pacific Gas and Electric Company ,2019,Nov,93702,120,0.99%
Pacific Gas and Electric Company ,2019,Nov,93703,94,0.90%
Pacific Gas and Electric Company ,2019,Nov,93704,59,0.49%
Pacific Gas and Electric Company ,2019,Nov,93705,95,0.75%
Pacific Gas and Electric Company ,2019,Nov,93706,114,1.04%
Pacific Gas and Electric Company ,2019,Nov,93710,99,0.88%
Pacific Gas and Electric Company ,2019,Nov,93711,32,0.19%
Pacific Gas and Electric Company ,2019,Nov,93720,43,0.22%
Pacific Gas and Electric Company ,2019,Nov,93721,16,0.95%
Pacific Gas and Electric Company ,2019,Nov,93722,148,0.55%
Pacific Gas and Electric Company ,2019,Nov,93723,7,0.21%
Pacific Gas and Electric Company ,2019,Nov,93725,58,0.83%
Pacific Gas and Electric Company ,2019,Nov,93726,92,0.61%
Pacific Gas and Electric Company ,2019,Nov,93727,127,0.52%
Pacific Gas and Electric Company ,2019,Nov,93728,46,0.82%
Pacific Gas and Electric Company ,2019,Nov,93730,10,0.22%
Pacific Gas and Electric Company ,2019,Nov,93737,2,0.12%
Pacific Gas and Electric Company ,2019,Nov,93901,20,0.19%
Pacific Gas and Electric Company ,2019,Nov,93905,16,0.12%
Pacific Gas and Electric Company ,2019,Nov,93906,14,0.08%
Pacific Gas and Electric Company ,2019,Nov,93907,12,0.16%
Pacific Gas and Electric Company ,2019,Nov,93908,2,0.04%
Pacific Gas and Electric Company ,2019,Nov,93921,1,0.05%
Pacific Gas and Electric Company ,2019,Nov,93923,2,0.03%
Pacific Gas and Electric Company ,2019,Nov,93924,2,0.07%
Pacific Gas and Electric Company ,2019,Nov,93926,1,0.04%
Pacific Gas and Electric Company ,2019,Nov,93927,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,93930,19,0.44%
Pacific Gas and Electric Company ,2019,Nov,93933,10,0.10%
Pacific Gas and Electric Company ,2019,Nov,93940,18,0.13%
Pacific Gas and Electric Company ,2019,Nov,93950,6,0.08%
Pacific Gas and Electric Company ,2019,Nov,93955,10,0.11%
Pacific Gas and Electric Company ,2019,Nov,93960,9,0.19%
Pacific Gas and Electric Company ,2019,Nov,93962,1,0.36%
Pacific Gas and Electric Company ,2019,Nov,94002,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94005,3,0.15%
Pacific Gas and Electric Company ,2019,Nov,94014,23,0.16%
Pacific Gas and Electric Company ,2019,Nov,94015,21,0.11%
Pacific Gas and Electric Company ,2019,Nov,94018,1,0.05%
Pacific Gas and Electric Company ,2019,Nov,94022,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94024,10,0.13%
Pacific Gas and Electric Company ,2019,Nov,94025,15,0.09%
Pacific Gas and Electric Company ,2019,Nov,94027,4,0.16%
Pacific Gas and Electric Company ,2019,Nov,94030,10,0.12%
Pacific Gas and Electric Company ,2019,Nov,94040,12,0.08%
Pacific Gas and Electric Company ,2019,Nov,94041,5,0.07%
Pacific Gas and Electric Company ,2019,Nov,94043,5,0.04%
Pacific Gas and Electric Company ,2019,Nov,94044,5,0.03%
Pacific Gas and Electric Company ,2019,Nov,94061,13,0.09%
Pacific Gas and Electric Company ,2019,Nov,94062,7,0.07%
Pacific Gas and Electric Company ,2019,Nov,94063,19,0.18%
Pacific Gas and Electric Company ,2019,Nov,94065,5,0.10%
Pacific Gas and Electric Company ,2019,Nov,94066,8,0.05%
Pacific Gas and Electric Company ,2019,Nov,94070,9,0.07%
Pacific Gas and Electric Company ,2019,Nov,94080,24,0.11%
Pacific Gas and Electric Company ,2019,Nov,94086,4,0.02%
Pacific Gas and Electric Company ,2019,Nov,94087,3,0.01%
Pacific Gas and Electric Company ,2019,Nov,94089,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,94102,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94103,3,0.02%
Pacific Gas and Electric Company ,2019,Nov,94105,2,0.02%
Pacific Gas and Electric Company ,2019,Nov,94107,3,0.02%
Pacific Gas and Electric Company ,2019,Nov,94108,2,0.03%
Pacific Gas and Electric Company ,2019,Nov,94109,18,0.06%
Pacific Gas and Electric Company ,2019,Nov,94110,4,0.01%
Pacific Gas and Electric Company ,2019,Nov,94111,1,0.10%
Pacific Gas and Electric Company ,2019,Nov,94112,3,0.01%
Pacific Gas and Electric Company ,2019,Nov,94114,6,0.03%
Pacific Gas and Electric Company ,2019,Nov,94115,18,0.10%
Pacific Gas and Electric Company ,2019,Nov,94116,19,0.13%
Pacific Gas and Electric Company ,2019,Nov,94117,13,0.06%
Pacific Gas and Electric Company ,2019,Nov,94118,29,0.15%
Pacific Gas and Electric Company ,2019,Nov,94121,22,0.12%
Pacific Gas and Electric Company ,2019,Nov,94122,33,0.14%
Pacific Gas and Electric Company ,2019,Nov,94123,22,0.14%
Pacific Gas and Electric Company ,2019,Nov,94124,17,0.16%
Pacific Gas and Electric Company ,2019,Nov,94127,2,0.03%
Pacific Gas and Electric Company ,2019,Nov,94131,4,0.03%
Pacific Gas and Electric Company ,2019,Nov,94132,3,0.03%
Pacific Gas and Electric Company ,2019,Nov,94133,8,0.06%
Pacific Gas and Electric Company ,2019,Nov,94134,2,0.02%
Pacific Gas and Electric Company ,2019,Nov,94158,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,94303,23,0.32%
Pacific Gas and Electric Company ,2019,Nov,94401,3,0.02%
Pacific Gas and Electric Company ,2019,Nov,94403,8,0.05%
Pacific Gas and Electric Company ,2019,Nov,94404,8,0.05%
Pacific Gas and Electric Company ,2019,Nov,94505,6,0.11%
Pacific Gas and Electric Company ,2019,Nov,94506,6,0.07%
Pacific Gas and Electric Company ,2019,Nov,94507,8,0.14%
Pacific Gas and Electric Company ,2019,Nov,94508,2,0.19%
Pacific Gas and Electric Company ,2019,Nov,94509,132,0.57%
Pacific Gas and Electric Company ,2019,Nov,94510,13,0.12%
Pacific Gas and Electric Company ,2019,Nov,94511,4,0.38%
Pacific Gas and Electric Company ,2019,Nov,94513,34,0.16%
Pacific Gas and Electric Company ,2019,Nov,94517,8,0.18%
Pacific Gas and Electric Company ,2019,Nov,94518,30,0.30%
Pacific Gas and Electric Company ,2019,Nov,94519,22,0.32%
Pacific Gas and Electric Company ,2019,Nov,94520,22,0.17%
Pacific Gas and Electric Company ,2019,Nov,94521,52,0.32%
Pacific Gas and Electric Company ,2019,Nov,94523,29,0.20%
Pacific Gas and Electric Company ,2019,Nov,94525,1,0.06%
Pacific Gas and Electric Company ,2019,Nov,94526,13,0.11%
Pacific Gas and Electric Company ,2019,Nov,94530,8,0.07%
Pacific Gas and Electric Company ,2019,Nov,94531,28,0.21%
Pacific Gas and Electric Company ,2019,Nov,94533,89,0.36%
Pacific Gas and Electric Company ,2019,Nov,94534,13,0.09%
Pacific Gas and Electric Company ,2019,Nov,94536,29,0.12%
Pacific Gas and Electric Company ,2019,Nov,94538,3,0.01%
Pacific Gas and Electric Company ,2019,Nov,94539,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94541,37,0.17%
Pacific Gas and Electric Company ,2019,Nov,94542,10,0.20%
Pacific Gas and Electric Company ,2019,Nov,94544,60,0.26%
Pacific Gas and Electric Company ,2019,Nov,94545,29,0.31%
Pacific Gas and Electric Company ,2019,Nov,94546,12,0.07%
Pacific Gas and Electric Company ,2019,Nov,94547,9,0.10%
Pacific Gas and Electric Company ,2019,Nov,94549,4,0.04%
Pacific Gas and Electric Company ,2019,Nov,94550,27,0.15%
Pacific Gas and Electric Company ,2019,Nov,94551,22,0.15%
Pacific Gas and Electric Company ,2019,Nov,94552,2,0.04%
Pacific Gas and Electric Company ,2019,Nov,94553,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94555,14,0.12%
Pacific Gas and Electric Company ,2019,Nov,94558,24,0.10%
Pacific Gas and Electric Company ,2019,Nov,94559,8,0.07%
Pacific Gas and Electric Company ,2019,Nov,94560,47,0.31%
Pacific Gas and Electric Company ,2019,Nov,94561,13,0.09%
Pacific Gas and Electric Company ,2019,Nov,94563,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94564,6,0.09%
Pacific Gas and Electric Company ,2019,Nov,94565,67,0.23%
Pacific Gas and Electric Company ,2019,Nov,94566,13,0.08%
Pacific Gas and Electric Company ,2019,Nov,94568,17,0.07%
Pacific Gas and Electric Company ,2019,Nov,94571,4,0.08%
Pacific Gas and Electric Company ,2019,Nov,94572,5,0.16%
Pacific Gas and Electric Company ,2019,Nov,94577,5,0.03%
Pacific Gas and Electric Company ,2019,Nov,94578,5,0.03%
Pacific Gas and Electric Company ,2019,Nov,94579,7,0.11%
Pacific Gas and Electric Company ,2019,Nov,94580,14,0.15%
Pacific Gas and Electric Company ,2019,Nov,94582,10,0.07%
Pacific Gas and Electric Company ,2019,Nov,94583,2,0.01%
Pacific Gas and Electric Company ,2019,Nov,94585,46,0.47%
Pacific Gas and Electric Company ,2019,Nov,94587,33,0.15%
Pacific Gas and Electric Company ,2019,Nov,94588,8,0.07%
Pacific Gas and Electric Company ,2019,Nov,94589,13,0.14%
Pacific Gas and Electric Company ,2019,Nov,94590,31,0.21%
Pacific Gas and Electric Company ,2019,Nov,94591,69,0.35%
Pacific Gas and Electric Company ,2019,Nov,94596,10,0.10%
Pacific Gas and Electric Company ,2019,Nov,94597,8,0.07%
Pacific Gas and Electric Company ,2019,Nov,94598,10,0.09%
Pacific Gas and Electric Company ,2019,Nov,94599,1,0.09%
Pacific Gas and Electric Company ,2019,Nov,94601,12,0.08%
Pacific Gas and Electric Company ,2019,Nov,94602,5,0.04%
Pacific Gas and Electric Company ,2019,Nov,94603,10,0.10%
Pacific Gas and Electric Company ,2019,Nov,94605,36,0.22%
Pacific Gas and Electric Company ,2019,Nov,94606,8,0.05%
Pacific Gas and Electric Company ,2019,Nov,94607,27,0.24%
Pacific Gas and Electric Company ,2019,Nov,94608,34,0.22%
Pacific Gas and Electric Company ,2019,Nov,94609,14,0.14%
Pacific Gas and Electric Company ,2019,Nov,94610,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94611,10,0.06%
Pacific Gas and Electric Company ,2019,Nov,94612,10,0.13%
Pacific Gas and Electric Company ,2019,Nov,94618,7,0.09%
Pacific Gas and Electric Company ,2019,Nov,94619,15,0.15%
Pacific Gas and Electric Company ,2019,Nov,94621,39,0.40%
Pacific Gas and Electric Company ,2019,Nov,94702,5,0.07%
Pacific Gas and Electric Company ,2019,Nov,94703,2,0.02%
Pacific Gas and Electric Company ,2019,Nov,94704,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94705,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,94706,5,0.07%
Pacific Gas and Electric Company ,2019,Nov,94710,2,0.06%
Pacific Gas and Electric Company ,2019,Nov,94801,34,0.34%
Pacific Gas and Electric Company ,2019,Nov,94803,6,0.06%
Pacific Gas and Electric Company ,2019,Nov,94804,47,0.31%
Pacific Gas and Electric Company ,2019,Nov,94805,13,0.25%
Pacific Gas and Electric Company ,2019,Nov,94806,80,0.39%
Pacific Gas and Electric Company ,2019,Nov,94903,7,0.06%
Pacific Gas and Electric Company ,2019,Nov,94904,5,0.12%
Pacific Gas and Electric Company ,2019,Nov,94920,8,0.14%
Pacific Gas and Electric Company ,2019,Nov,94924,1,0.15%
Pacific Gas and Electric Company ,2019,Nov,94925,8,0.19%
Pacific Gas and Electric Company ,2019,Nov,94931,3,0.08%
Pacific Gas and Electric Company ,2019,Nov,94939,4,0.09%
Pacific Gas and Electric Company ,2019,Nov,94941,17,0.13%
Pacific Gas and Electric Company ,2019,Nov,94945,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,94949,6,0.09%
Pacific Gas and Electric Company ,2019,Nov,94957,2,0.24%
Pacific Gas and Electric Company ,2019,Nov,94960,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,94965,7,0.12%
Pacific Gas and Electric Company ,2019,Nov,95002,1,0.23%
Pacific Gas and Electric Company ,2019,Nov,95003,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,95006,4,0.10%
Pacific Gas and Electric Company ,2019,Nov,95008,9,0.05%
Pacific Gas and Electric Company ,2019,Nov,95010,3,0.06%
Pacific Gas and Electric Company ,2019,Nov,95012,1,0.04%
Pacific Gas and Electric Company ,2019,Nov,95014,13,0.06%
Pacific Gas and Electric Company ,2019,Nov,95018,1,0.03%
Pacific Gas and Electric Company ,2019,Nov,95019,2,0.12%
Pacific Gas and Electric Company ,2019,Nov,95020,10,0.05%
Pacific Gas and Electric Company ,2019,Nov,95023,14,0.08%
Pacific Gas and Electric Company ,2019,Nov,95030,2,0.04%
Pacific Gas and Electric Company ,2019,Nov,95032,7,0.07%
Pacific Gas and Electric Company ,2019,Nov,95035,18,0.07%
Pacific Gas and Electric Company ,2019,Nov,95037,11,0.07%
Pacific Gas and Electric Company ,2019,Nov,95045,8,0.52%
Pacific Gas and Electric Company ,2019,Nov,95046,1,0.06%
Pacific Gas and Electric Company ,2019,Nov,95060,12,0.07%
Pacific Gas and Electric Company ,2019,Nov,95062,2,0.01%
Pacific Gas and Electric Company ,2019,Nov,95070,7,0.06%
Pacific Gas and Electric Company ,2019,Nov,95073,1,0.03%
Pacific Gas and Electric Company ,2019,Nov,95076,33,0.14%
Pacific Gas and Electric Company ,2019,Nov,95110,5,0.07%
Pacific Gas and Electric Company ,2019,Nov,95111,24,0.17%
Pacific Gas and Electric Company ,2019,Nov,95112,24,0.12%
Pacific Gas and Electric Company ,2019,Nov,95113,4,0.26%
Pacific Gas and Electric Company ,2019,Nov,95116,27,0.21%
Pacific Gas and Electric Company ,2019,Nov,95117,5,0.04%
Pacific Gas and Electric Company ,2019,Nov,95118,15,0.13%
Pacific Gas and Electric Company ,2019,Nov,95119,6,0.19%
Pacific Gas and Electric Company ,2019,Nov,95120,6,0.05%
Pacific Gas and Electric Company ,2019,Nov,95121,15,0.16%
Pacific Gas and Electric Company ,2019,Nov,95122,24,0.19%
Pacific Gas and Electric Company ,2019,Nov,95123,36,0.15%
Pacific Gas and Electric Company ,2019,Nov,95124,9,0.05%
Pacific Gas and Electric Company ,2019,Nov,95125,6,0.03%
Pacific Gas and Electric Company ,2019,Nov,95126,8,0.05%
Pacific Gas and Electric Company ,2019,Nov,95127,35,0.22%
Pacific Gas and Electric Company ,2019,Nov,95128,6,0.04%
Pacific Gas and Electric Company ,2019,Nov,95129,4,0.03%
Pacific Gas and Electric Company ,2019,Nov,95130,1,0.02%
Pacific Gas and Electric Company ,2019,Nov,95131,17,0.18%
Pacific Gas and Electric Company ,2019,Nov,95132,3,0.02%
Pacific Gas and Electric Company ,2019,Nov,95133,17,0.20%
Pacific Gas and Electric Company ,2019,Nov,95134,10,0.08%
Pacific Gas and Electric Company ,2019,Nov,95135,6,0.08%
Pacific Gas and Electric Company ,2019,Nov,95136,21,0.14%
Pacific Gas and Electric Company ,2019,Nov,95138,8,0.14%
Pacific Gas and Electric Company ,2019,Nov,95139,3,0.13%
Pacific Gas and Electric Company ,2019,Nov,95148,19,0.16%
Pacific Gas and Electric Company ,2019,Nov,95202,31,0.97%
Pacific Gas and Electric Company ,2019,Nov,95203,32,0.56%
Pacific Gas and Electric Company ,2019,Nov,95204,47,0.40%
Pacific Gas and Electric Company ,2019,Nov,95205,86,0.79%
Pacific Gas and Electric Company ,2019,Nov,95206,91,0.52%
Pacific Gas and Electric Company ,2019,Nov,95207,79,0.41%
Pacific Gas and Electric Company ,2019,Nov,95209,30,0.23%
Pacific Gas and Electric Company ,2019,Nov,95210,65,0.55%
Pacific Gas and Electric Company ,2019,Nov,95212,13,0.17%
Pacific Gas and Electric Company ,2019,Nov,95215,41,0.60%
Pacific Gas and Electric Company ,2019,Nov,95219,44,0.39%
Pacific Gas and Electric Company ,2019,Nov,95220,6,0.24%
Pacific Gas and Electric Company ,2019,Nov,95222,3,0.13%
Pacific Gas and Electric Company ,2019,Nov,95223,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,95225,4,0.51%
Pacific Gas and Electric Company ,2019,Nov,95227,4,0.85%
Pacific Gas and Electric Company ,2019,Nov,95228,3,0.11%
Pacific Gas and Electric Company ,2019,Nov,95231,2,0.23%
Pacific Gas and Electric Company ,2019,Nov,95236,4,0.25%
Pacific Gas and Electric Company ,2019,Nov,95237,6,0.51%
Pacific Gas and Electric Company ,2019,Nov,95240,5,0.03%
Pacific Gas and Electric Company ,2019,Nov,95242,2,0.02%
Pacific Gas and Electric Company ,2019,Nov,95245,1,0.16%
Pacific Gas and Electric Company ,2019,Nov,95248,4,0.68%
Pacific Gas and Electric Company ,2019,Nov,95249,4,0.26%
Pacific Gas and Electric Company ,2019,Nov,95252,11,0.23%
Pacific Gas and Electric Company ,2019,Nov,95254,1,0.21%
Pacific Gas and Electric Company ,2019,Nov,95258,2,0.14%
Pacific Gas and Electric Company ,2019,Nov,95301,42,0.34%
Pacific Gas and Electric Company ,2019,Nov,95304,23,0.51%
Pacific Gas and Electric Company ,2019,Nov,95306,3,0.65%
Pacific Gas and Electric Company ,2019,Nov,95311,3,0.24%
Pacific Gas and Electric Company ,2019,Nov,95320,8,0.18%
Pacific Gas and Electric Company ,2019,Nov,95321,2,0.06%
Pacific Gas and Electric Company ,2019,Nov,95322,12,0.35%
Pacific Gas and Electric Company ,2019,Nov,95329,2,0.17%
Pacific Gas and Electric Company ,2019,Nov,95330,14,0.20%
Pacific Gas and Electric Company ,2019,Nov,95334,33,0.74%
Pacific Gas and Electric Company ,2019,Nov,95336,39,0.24%
Pacific Gas and Electric Company ,2019,Nov,95337,52,0.40%
Pacific Gas and Electric Company ,2019,Nov,95340,52,0.38%
Pacific Gas and Electric Company ,2019,Nov,95341,37,0.45%
Pacific Gas and Electric Company ,2019,Nov,95346,2,0.13%
Pacific Gas and Electric Company ,2019,Nov,95348,74,0.63%
Pacific Gas and Electric Company ,2019,Nov,95360,10,0.24%
Pacific Gas and Electric Company ,2019,Nov,95361,34,0.27%
Pacific Gas and Electric Company ,2019,Nov,95363,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,95365,1,0.08%
Pacific Gas and Electric Company ,2019,Nov,95366,16,0.26%
Pacific Gas and Electric Company ,2019,Nov,95367,19,0.24%
Pacific Gas and Electric Company ,2019,Nov,95369,4,1.03%
Pacific Gas and Electric Company ,2019,Nov,95370,13,0.10%
Pacific Gas and Electric Company ,2019,Nov,95374,4,0.68%
Pacific Gas and Electric Company ,2019,Nov,95376,48,0.27%
Pacific Gas and Electric Company ,2019,Nov,95377,28,0.30%
Pacific Gas and Electric Company ,2019,Nov,95379,2,0.11%
Pacific Gas and Electric Company ,2019,Nov,95383,2,0.07%
Pacific Gas and Electric Company ,2019,Nov,95387,2,0.59%
Pacific Gas and Electric Company ,2019,Nov,95388,23,0.58%
Pacific Gas and Electric Company ,2019,Nov,95404,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,95428,6,0.65%
Pacific Gas and Electric Company ,2019,Nov,95437,3,0.04%
Pacific Gas and Electric Company ,2019,Nov,95445,3,0.22%
Pacific Gas and Electric Company ,2019,Nov,95451,2,0.04%
Pacific Gas and Electric Company ,2019,Nov,95454,3,0.33%
Pacific Gas and Electric Company ,2019,Nov,95458,7,0.43%
Pacific Gas and Electric Company ,2019,Nov,95459,1,0.26%
Pacific Gas and Electric Company ,2019,Nov,95464,1,0.07%
Pacific Gas and Electric Company ,2019,Nov,95468,1,0.16%
Pacific Gas and Electric Company ,2019,Nov,95470,7,0.31%
Pacific Gas and Electric Company ,2019,Nov,95476,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,95482,2,0.02%
Pacific Gas and Electric Company ,2019,Nov,95490,13,0.24%
Pacific Gas and Electric Company ,2019,Nov,95494,1,0.63%
Pacific Gas and Electric Company ,2019,Nov,95501,1,0.01%
Pacific Gas and Electric Company ,2019,Nov,95503,4,0.04%
Pacific Gas and Electric Company ,2019,Nov,95511,2,1.56%
Pacific Gas and Electric Company ,2019,Nov,95518,1,0.28%
Pacific Gas and Electric Company ,2019,Nov,95519,7,0.10%
Pacific Gas and Electric Company ,2019,Nov,95521,5,0.06%
Pacific Gas and Electric Company ,2019,Nov,95525,1,0.13%
Pacific Gas and Electric Company ,2019,Nov,95528,1,0.20%
Pacific Gas and Electric Company ,2019,Nov,95540,3,0.05%
Pacific Gas and Electric Company ,2019,Nov,95542,1,0.11%
Pacific Gas and Electric Company ,2019,Nov,95546,3,0.29%
Pacific Gas and Electric Company ,2019,Nov,95547,1,0.19%
Pacific Gas and Electric Company ,2019,Nov,95549,1,0.30%
Pacific Gas and Electric Company ,2019,Nov,95551,1,0.15%
Pacific Gas and Electric Company ,2019,Nov,95558,1,0.49%
Pacific Gas and Electric Company ,2019,Nov,95562,1,0.07%
Pacific Gas and Electric Company ,2019,Nov,95569,1,0.75%
Pacific Gas and Electric Company ,2019,Nov,95570,2,0.16%
Pacific Gas and Electric Company ,2019,Nov,95573,1,0.10%
Pacific Gas and Electric Company ,2019,Nov,95585,1,0.42%
Pacific Gas and Electric Company ,2019,Nov,95589,1,0.61%
Pacific Gas and Electric Company ,2019,Dec,93201,7,2.16%
Pacific Gas and Electric Company ,2019,Dec,93203,100,1.99%
Pacific Gas and Electric Company ,2019,Dec,93204,55,2.18%
Pacific Gas and Electric Company ,2019,Dec,93206,12,2.18%
Pacific Gas and Electric Company ,2019,Dec,93210,68,1.48%
Pacific Gas and Electric Company ,2019,Dec,93212,115,2.64%
Pacific Gas and Electric Company ,2019,Dec,93219,4,2.99%
Pacific Gas and Electric Company ,2019,Dec,93224,6,3.77%
Pacific Gas and Electric Company ,2019,Dec,93230,18,1.86%
Pacific Gas and Electric Company ,2019,Dec,93234,65,4.08%
Pacific Gas and Electric Company ,2019,Dec,93239,3,0.76%
Pacific Gas and Electric Company ,2019,Dec,93241,56,1.60%
Pacific Gas and Electric Company ,2019,Dec,93242,18,1.78%
Pacific Gas and Electric Company ,2019,Dec,93243,8,1.73%
Pacific Gas and Electric Company ,2019,Dec,93245,197,1.78%
Pacific Gas and Electric Company ,2019,Dec,93249,30,4.87%
Pacific Gas and Electric Company ,2019,Dec,93250,64,2.51%
Pacific Gas and Electric Company ,2019,Dec,93252,8,1.46%
Pacific Gas and Electric Company ,2019,Dec,93254,2,0.63%
Pacific Gas and Electric Company ,2019,Dec,93263,153,2.45%
Pacific Gas and Electric Company ,2019,Dec,93266,4,1.04%
Pacific Gas and Electric Company ,2019,Dec,93268,85,1.48%
Pacific Gas and Electric Company ,2019,Dec,93280,119,1.84%
Pacific Gas and Electric Company ,2019,Dec,93286,4,1.08%
Pacific Gas and Electric Company ,2019,Dec,93301,141,2.27%
Pacific Gas and Electric Company ,2019,Dec,93304,573,3.58%
Pacific Gas and Electric Company ,2019,Dec,93305,230,2.03%
Pacific Gas and Electric Company ,2019,Dec,93306,316,1.36%
Pacific Gas and Electric Company ,2019,Dec,93307,573,2.45%
Pacific Gas and Electric Company ,2019,Dec,93308,415,2.07%
Pacific Gas and Electric Company ,2019,Dec,93309,716,3.08%
Pacific Gas and Electric Company ,2019,Dec,93311,234,1.40%
Pacific Gas and Electric Company ,2019,Dec,93312,244,1.23%
Pacific Gas and Electric Company ,2019,Dec,93313,351,2.17%
Pacific Gas and Electric Company ,2019,Dec,93314,91,0.93%
Pacific Gas and Electric Company ,2019,Dec,93401,53,0.41%
Pacific Gas and Electric Company ,2019,Dec,93402,10,0.16%
Pacific Gas and Electric Company ,2019,Dec,93405,31,0.38%
Pacific Gas and Electric Company ,2019,Dec,93420,73,0.60%
Pacific Gas and Electric Company ,2019,Dec,93422,65,0.50%
Pacific Gas and Electric Company ,2019,Dec,93424,2,0.27%
Pacific Gas and Electric Company ,2019,Dec,93426,8,0.77%
